category,item,calories,fat_g,carb_g,fiber_g,protein_g,sugars_g,retailer
Smoothies,Strawberry Banana Smoothie,290,2,125,7,16,41,Starbucks
Tazo Tea Drinks,Tazo Chai Tea Latte,100,0.1,50,0,4,21,Starbucks
Tazo Tea Drinks,Tazo Chai Tea Latte,110,1.5,45,0,3,18,Starbucks
Tazo Tea Drinks,Tazo Chai Tea Latte,120,2,55,0,4,21,Starbucks
Tazo Tea Drinks,Tazo Chai Tea Latte,160,0.2,80,0,6,32,Starbucks
Tazo Tea Drinks,Tazo Chai Tea Latte,160,2.5,70,1,5,28,Starbucks
Tazo Tea Drinks,Tazo Chai Tea Latte,190,3.5,90,0,6,32,Starbucks
Tazo Tea Drinks,Tazo Chai Tea Latte,210,0.2,105,0,8,43,Starbucks
Tazo Tea Drinks,Tazo Chai Tea Latte,220,3.5,90,1,6,37,Starbucks
Tazo Tea Drinks,Tazo Chai Tea Latte,240,4.5,115,0,8,42,Starbucks
Tazo Tea Drinks,Tazo Chai Tea Latte,260,0.3,135,0,10,54,Starbucks
Tazo Tea Drinks,Tazo Chai Tea Latte,280,4.5,115,1,8,46,Starbucks
Tazo Tea Drinks,Tazo Chai Tea Latte,310,6,150,0,10,53,Starbucks
Tazo Tea Drinks,Tazo Full-Leaf Red Tea Latte (Vanilla Rooibos),80,0.1,45,0,4,16,Starbucks
Tazo Tea Drinks,Tazo Full-Leaf Red Tea Latte (Vanilla Rooibos),80,1.5,40,0,3,13,Starbucks
Tazo Tea Drinks,Tazo Full-Leaf Red Tea Latte (Vanilla Rooibos),90,2,50,0,3,15,Starbucks
Tazo Tea Drinks,Tazo Full-Leaf Red Tea Latte (Vanilla Rooibos),120,0.1,65,0,5,23,Starbucks
Tazo Tea Drinks,Tazo Full-Leaf Red Tea Latte (Vanilla Rooibos),130,2.5,60,1,4,19,Starbucks
Tazo Tea Drinks,Tazo Full-Leaf Red Tea Latte (Vanilla Rooibos),140,3,75,0,5,23,Starbucks
Tazo Tea Drinks,Tazo Full-Leaf Red Tea Latte (Vanilla Rooibos),150,0.2,85,0,7,31,Starbucks
Tazo Tea Drinks,Tazo Full-Leaf Red Tea Latte (Vanilla Rooibos),170,3.5,80,1,6,25,Starbucks
Tazo Tea Drinks,Tazo Full-Leaf Red Tea Latte (Vanilla Rooibos),190,0.2,110,0,9,39,Starbucks
Tazo Tea Drinks,Tazo Full-Leaf Red Tea Latte (Vanilla Rooibos),190,4,95,0,7,30,Starbucks
Tazo Tea Drinks,Tazo Full-Leaf Red Tea Latte (Vanilla Rooibos),210,4,100,1,7,32,Starbucks
Tazo Tea Drinks,Tazo Full-Leaf Red Tea Latte (Vanilla Rooibos),230,5,125,0,9,38,Starbucks
Tazo Tea Drinks,Tazo Full-Leaf Tea Latte,80,0.1,45,0,4,16,Starbucks
Tazo Tea Drinks,Tazo Full-Leaf Tea Latte,80,1.5,40,0,3,13,Starbucks
Tazo Tea Drinks,Tazo Full-Leaf Tea Latte,90,2,50,0,3,15,Starbucks
Tazo Tea Drinks,Tazo Full-Leaf Tea Latte,120,0.1,65,0,5,23,Starbucks
Tazo Tea Drinks,Tazo Full-Leaf Tea Latte,130,2.5,60,1,4,19,Starbucks
Tazo Tea Drinks,Tazo Full-Leaf Tea Latte,140,3,75,0,5,23,Starbucks
Tazo Tea Drinks,Tazo Full-Leaf Tea Latte,150,0.2,85,0,7,31,Starbucks
Tazo Tea Drinks,Tazo Full-Leaf Tea Latte,170,3.5,80,1,6,25,Starbucks
Tazo Tea Drinks,Tazo Full-Leaf Tea Latte,190,0.2,110,0,9,39,Starbucks
Tazo Tea Drinks,Tazo Full-Leaf Tea Latte,190,4,95,0,7,30,Starbucks
Tazo Tea Drinks,Tazo Full-Leaf Tea Latte,210,4,100,1,7,32,Starbucks
Tazo Tea Drinks,Tazo Full-Leaf Tea Latte,230,5,125,0,9,38,Starbucks
Tazo Tea Drinks,Tazo Green Tea Latte,130,0.2,85,0,7,25,Starbucks
Tazo Tea Drinks,Tazo Green Tea Latte,140,3,70,1,6,20,Starbucks
Tazo Tea Drinks,Tazo Green Tea Latte,170,4,95,0,7,25,Starbucks
Tazo Tea Drinks,Tazo Green Tea Latte,210,0.4,125,1,11,41,Starbucks
Tazo Tea Drinks,Tazo Green Tea Latte,230,4.5,110,2,9,33,Starbucks
Tazo Tea Drinks,Tazo Green Tea Latte,260,6,140,1,10,40,Starbucks
Tazo Tea Drinks,Tazo Green Tea Latte,290,0.5,160,1,14,56,Starbucks
Tazo Tea Drinks,Tazo Green Tea Latte,310,6,140,3,11,46,Starbucks
Tazo Tea Drinks,Tazo Green Tea Latte,350,8,180,1,14,55,Starbucks
Tazo Tea Drinks,Tazo Green Tea Latte,370,0.5,200,2,18,71,Starbucks
Tazo Tea Drinks,Tazo Green Tea Latte,390,8,180,4,14,58,Starbucks
Tazo Tea Drinks,Tazo Green Tea Latte,450,10,230,2,17,71,Starbucks
Tazo Tea Drinks,Tazo Tea,0,0,0,0,0,0,Starbucks
Tazo Tea Drinks,Tazo Tea,0,0,0,0,0,0,Starbucks
Tazo Tea Drinks,Tazo Tea,0,0,0,0,0,0,Starbucks
Tazo Tea Drinks,Tazo Tea,0,0,0,0,0,0,Starbucks
